status,year,authors,title,subfield,journal_canonical,journal_tier,in_paper,paper_filename,in_zotero,zotero_key,zotero_collection,norm_key
paper_only,2024,"Lin, Shen, Wang, Julia Yu",Global Evolution of Environmental and Social Disclosure in Annual Reports,disclosure,unknown,unknown,True,"2024 - Lin, Shen, Wang, Julia Yu - J of Accounting Research - Global Evolution of Environmental and Social Disclosure in Annual Reports.pdf",False,,,2024::global evolution of environmental and social disclosure in annual reports
paper_only,2024,"Lourie, Ozel, Nekrasov, Zhu",Consensus Credit Ratings A View from Banks,credit_ratings,Review of Accounting Studies,top_acct,True,"2024 - Lourie, Ozel, Nekrasov, Zhu - Review of Accounting Studies - Consensus Credit Ratings A View from Banks.pdf",False,,,2024::consensus credit ratings a view from banks
paper_only,2024,"Lu, Naik, Teo",Diverse Hedge Funds,investors_capmkt,Review of Financial Studies,top_fin,True,"2024 - Lu, Naik, Teo - The Review of Financial Studies - Diverse Hedge Funds.pdf",False,,,2024::diverse hedge funds
paper_only,2024,"Mao, Qin, Tian, Zhang",Does Access to Patent Information Help Technological Acquisitions Evidence from Patent Library Open,mergers_acquisitions,Journal of Accounting Research,top_acct,True,"2024 - Mao, Qin, Tian, Zhang - Journal of Accounting Research - Does Access to Patent Information Help Technological Acquisitions Evidence from Patent Library Open.pdf",False,,,2024::does access to patent information help technological acquisitions evidence from patent library open
paper_only,2024,"Martellini, Schoellman, Sockin",The Global Distribution of College Graduate Quality,unknown,Journal of Political Economy,top_gen,True,"2024 - Martellini, Schoellman, Sockin - Journal of Political Economy - The Global Distribution of College Graduate Quality.pdf",False,,,2024::the global distribution of college graduate quality
paper_only,2024,"Meyer, Pagel",Fresh Air Eases Work—the Effect of Air Quality on Individual Investor Activity,unknown,unknown,unknown,True,"2024 - Meyer, Pagel - Review of Finance - Fresh Air Eases Work—the Effect of Air Quality on Individual Investor Activity.pdf",False,,,2024::fresh air eases work the effect of air quality on individual investor activity
paper_only,2024,"Moss, Naughton, Wang","The Irrelevance of Environmental, Social, and Governance Disclosure to Retail Investors",disclosure,Management Science,top_gen,True,"2024 - Moss, Naughton, Wang - Management Science - The Irrelevance of Environmental, Social, and Governance Disclosure to Retail Investors.pdf",False,,,2024::the irrelevance of environmental social and governance disclosure to retail investors
paper_only,2024,"Nagar, Schoenfeld",Measuring Weather Exposure with Annual Reports,unknown,Review of Accounting Studies,top_acct,True,"2024 - Nagar, Schoenfeld - Review of Accounting Studies - Measuring Weather Exposure with Annual Reports.pdf",False,,,2024::measuring weather exposure with annual reports
paper_only,2024,Nathan,Show Your Hand The Impacts of Fair Pricing Requirements in Procurement Contracting,unknown,Journal of Accounting Research,top_acct,True,2024 - Nathan - Journal of Accounting Research - Show Your Hand The Impacts of Fair Pricing Requirements in Procurement Contracting.pdf,False,,,2024::show your hand the impacts of fair pricing requirements in procurement contracting
paper_only,2024,Oostrom,Funding of Clinical Trials and Reported Drug Efficacy 2,unknown,Journal of Political Economy,top_gen,True,2024 - Oostrom - Journal of Political Economy - Funding of Clinical Trials and Reported Drug Efficacy 2.pdf,False,,,2024::funding of clinical trials and reported drug efficacy
paper_only,2024,"Pankratz, Schiller",Climate Change and Adaptation in Global Supply-Chain Networks,esg_csr,Review of Financial Studies,top_fin,True,"2024 - Pankratz, Schiller - The Review of Financial Studies - Climate Change and Adaptation in Global Supply-Chain Networks.pdf",False,,,2024::climate change and adaptation in global supply chain networks
paper_only,2024,"Raghunandan, Ruchti",The Impact of Information Frictions Within Regulators Evidence from Workplace Safety Violations,unknown,Journal of Accounting Research,top_acct,True,"2024 - Raghunandan, Ruchti - Journal of Accounting Research - The Impact of Information Frictions Within Regulators Evidence from Workplace Safety Violations.pdf",False,,,2024::the impact of information frictions within regulators evidence from workplace safety violations
paper_only,2024,Risch,Does Taxing Business Owners Affect Employees Evidence From A Change in the Top Marginal Tax Rate,tax,Quarterly Journal of Economics,top_gen,True,2024 - Risch - The Quarterly Journal of Economics - Does Taxing Business Owners Affect Employees Evidence From A Change in the Top Marginal Tax Rate.pdf,False,,,2024::does taxing business owners affect employees evidence from a change in the top marginal tax rate
paper_only,2024,"Saffar, Wang, Wei",Firm‐Level Political Risk and Bank Loan Contracting,debt_capital_structure,Contemporary Accounting Research,top_acct,True,"2024 - Saffar, Wang, Wei - Contemporary Accounting Research - Firm‐Level Political Risk and Bank Loan Contracting.pdf",False,,,2024::firm level political risk and bank loan contracting
paper_only,2024,"Schoar, Yeung, Zuo",The Effect of Managers on Systematic Risk,unknown,Management Science,top_gen,True,"2024 - Schoar, Yeung, Zuo - Management Science - The Effect of Managers on Systematic Risk.pdf",False,,,2024::the effect of managers on systematic risk
paper_only,2024,Schoenfeld,Cyber Risk and Voluntary Service Organization Control (soc) Audits,unknown,Review of Accounting Studies,top_acct,True,2024 - Schoenfeld - Review of Accounting Studies - Cyber Risk and Voluntary Service Organization Control (soc) Audits.pdf,False,,,2024::cyber risk and voluntary service organization control soc audits
paper_only,2024,"Sran, Tuijn, Vollon",The Capital Market Effects of Centralizing Regulated Financial Information,unknown,Journal of Accounting Research,top_acct,True,"2024 - Sran, Tuijn, Vollon - Journal of Accounting Research - The Capital Market Effects of Centralizing Regulated Financial Information.pdf",False,,,2024::the capital market effects of centralizing regulated financial information
paper_only,2024,Sutherland et al.,Occupational Licensing and Minority Participation in Professional Labor Markets,unknown,unknown,unknown,True,2024 - Sutherland et al. - Occupational Licensing and Minority Participation in Professional Labor Markets.pdf,False,,,2024::occupational licensing and minority participation in professional labor markets
paper_only,2024,"Thomas, Wang, Zhang",Algorithmic Trading and Forward‐Looking MD&A Disclosures,disclosure,Journal of Accounting Research,top_acct,True,"2024 - Thomas, Wang, Zhang - Journal of Accounting Research - Algorithmic Trading and Forward‐Looking MD&A Disclosures.pdf",False,,,2024::algorithmic trading and forward looking md a disclosures
paper_only,2024,"Urcan, Yoon",Properties of Accounting Performance Measures Used in Compensation Contracts,governance_comp,unknown,unknown,True,"2024 - Urcan, Yoon - Rev Account Stud - Properties of Accounting Performance Measures Used in Compensation Contracts.pdf",False,,,2024::properties of accounting performance measures used in compensation contracts
paper_only,2024,"Wong, Yu, Zhang, Zhang",Calling for Transparency Evidence from a Field Experiment,disclosure,Journal of Accounting and Economics,top_acct,True,"2024 - Wong, Yu, Zhang, Zhang - Journal of Accounting and Economics - Calling for Transparency Evidence from a Field Experiment.pdf",False,,,2024::calling for transparency evidence from a field experiment
paper_only,2024,Xu,News Bias in Financial Journalists‘ Social Networks,unknown,unknown,unknown,True,2024 - Xu - News Bias in Financial Journalists‘ Social Networks.pdf,False,,,2024::news bias in financial journalists social networks
paper_only,2024,Xu and Zwick,Tax Policy and Abnormal Investment Behavior,tax,unknown,unknown,True,2024 - Xu and Zwick - Tax Policy and Abnormal Investment Behavior.pdf,False,,,2024::tax policy and abnormal investment behavior
paper_only,2024,Zhang,Carbon Returns across the Globe,esg_csr,The Journal of Finance,top_fin,True,2024 - Zhang - The Journal of Finance - Carbon Returns across the Globe.pdf,False,,,2024::carbon returns across the globe
paper_only,2023,"Abis, Veldkamp",The Changing Economics of Knowledge Production,unknown,unknown,unknown,True,"2023 - Abis, Veldkamp - The Changing Economics of Knowledge Production.pdf",False,,,2023::the changing economics of knowledge production
paper_only,2023,"Addoum, Ng, Ortiz-Bobea",Temperature Shocks and Industry Earnings News,unknown,Journal of Financial Economics,top_fin,True,"2023 - Addoum, Ng, Ortiz-Bobea - Journal of Financial Economics - Temperature Shocks and Industry Earnings News.pdf",False,,,2023::temperature shocks and industry earnings news
paper_only,2023,"Agarwal, Lin, Zhang, Zhang",Labor Mobility and Loan Origination,debt_capital_structure,Journal of Financial and Quantitative Analysis,top_fin,True,"2023 - Agarwal, Lin, Zhang, Zhang - Journal of Financial and Quantitative Analysis - Labor Mobility and Loan Origination.pdf",False,,,2023::labor mobility and loan origination
paper_only,2023,"Amiraslani, Lins, Servaes, Tamayo","Trust, Social Capital, and the Bond Market Benefits of Esg Performance",debt_capital_structure,Review of Accounting Studies,top_acct,True,"2023 - Amiraslani, Lins, Servaes, Tamayo - Review of Accounting Studies - Trust, Social Capital, and the Bond Market Benefits of Esg Performance.pdf",False,,,2023::trust social capital and the bond market benefits of esg performance
paper_only,2023,Andrews,How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U,unknown,unknown,unknown,True,2023 - Andrews - American Economic Journal Economic Policy - How Do Institutions of Higher Education Affect Local Invention Evidence from the Establishment of U.pdf,False,,,2023::how do institutions of higher education affect local invention evidence from the establishment of u
paper_only,2023,"Arikan, Kara, Masli, Xi",Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr,disclosure,Journal of Accounting and Economics,top_acct,True,"2023 - Arikan, Kara, Masli, Xi - Journal of Accounting and Economics - Political Euphoria and Corporate Disclosures An Investigation of Ceo Partisan Alignment with the Pr.pdf",False,,,2023::political euphoria and corporate disclosures an investigation of ceo partisan alignment with the pr
paper_only,2023,"Ash, Galletta",How Cable News Reshaped Local Government,unknown,unknown,unknown,True,"2023 - Ash, Galletta - American Economic Journal Applied Economics - How Cable News Reshaped Local Government.pdf",False,,,2023::how cable news reshaped local government
paper_only,2023,"Autrey, Jackson, Klevsky, Drasgow",Connectors A Catalyst for Team Creativity,unknown,The Accounting Review,top_acct,True,"2023 - Autrey, Jackson, Klevsky, Drasgow - The Accounting Review - Connectors A Catalyst for Team Creativity.pdf",False,,,2023::connectors a catalyst for team creativity
paper_only,2023,"Babina, Bernstein, Mezzanotti",Financial Disruptions and the Organization of Innovation Evidence from the Great Depression,innovation_rd,Review of Financial Studies,top_fin,True,"2023 - Babina, Bernstein, Mezzanotti - The Review of Financial Studies - Financial Disruptions and the Organization of Innovation Evidence from the Great Depression.pdf",False,,,2023::financial disruptions and the organization of innovation evidence from the great depression
paper_only,2023,"Badertscher, Kim, Kinney, Owens","Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir",unknown,Journal of Accounting and Economics,top_acct,True,"2023 - Badertscher, Kim, Kinney, Owens - Journal of Accounting and Economics - Assurance Level Choice, Cpa Fees, and Financial Reporting Benefits Inferences from U.s. Private Fir.pdf",False,,,2023::assurance level choice cpa fees and financial reporting benefits inferences from u s private fir
paper_only,2023,"Bazzi, Ferrara, Fiszbein, Pearson, Testa",The Other Great Migration Southern Whites and the New Right,unknown,Quarterly Journal of Economics,top_gen,True,"2023 - Bazzi, Ferrara, Fiszbein, Pearson, Testa - The Quarterly Journal of Economics - The Other Great Migration Southern Whites and the New Right.pdf",False,,,2023::the other great migration southern whites and the new right
paper_only,2023,"Beaver, Cascino, Correia, McNichols",Bankruptcy in Groups,unknown,Review of Accounting Studies,top_acct,True,"2023 - Beaver, Cascino, Correia, McNichols - Review of Accounting Studies - Bankruptcy in Groups.pdf",False,,,2023::bankruptcy in groups
paper_only,2023,"Belo, Donangelo, Lin, Luo",What Drives Firms’ Hiring Decisions An Asset Pricing Perspective,investors_capmkt,Review of Financial Studies,top_fin,True,"2023 - Belo, Donangelo, Lin, Luo - The Review of Financial Studies - What Drives Firms’ Hiring Decisions An Asset Pricing Perspective.pdf",False,,,2023::what drives firms hiring decisions an asset pricing perspective
paper_only,2023,"Beraja, Kao, Yang, Yuchtman",AI-tocracy,unknown,Quarterly Journal of Economics,top_gen,True,"2023 - Beraja, Kao, Yang, Yuchtman - The Quarterly Journal of Economics - AI-tocracy.pdf",False,,,2023::ai tocracy
paper_only,2023,"Beraja, Yang, Yuchtman",Data-intensive Innovation and the State Evidence from AI Firms in China,innovation_rd,unknown,unknown,True,"2023 - Beraja, Yang, Yuchtman - The Review of Economic Studies - Data-intensive Innovation and the State Evidence from AI Firms in China.pdf",False,,,2023::data intensive innovation and the state evidence from ai firms in china
paper_only,2023,"Bereskin, Byun, Oh",Technological Fit and the Market for Managerial Talent,governance_comp,Journal of Financial and Quantitative Analysis,top_fin,True,"2023 - Bereskin, Byun, Oh - Journal of Financial and Quantitative Analysis - Technological Fit and the Market for Managerial Talent.pdf",False,,,2023::technological fit and the market for managerial talent
paper_only,2023,"Binz, Ferracuti, Joos","Investment, Inflation, and the Role of Internal Information Systems as a Transmission Channel 2",unknown,Journal of Accounting and Economics,top_acct,True,"2023 - Binz, Ferracuti, Joos - Journal of Accounting and Economics - Investment, Inflation, and the Role of Internal Information Systems as a Transmission Channel 2.pdf",False,,,2023::investment inflation and the role of internal information systems as a transmission channel
paper_only,2023,"Bochkay, Brown, Leone, Tucker",Textual Analysis in Accounting What's Next,unknown,Contemporary Accounting Research,top_acct,True,"2023 - Bochkay, Brown, Leone, Tucker - Contemporary Accounting Research - Textual Analysis in Accounting What's Next.pdf",False,,,2023::textual analysis in accounting what s next
paper_only,2023,"Bonsall, Holzman, Miller",Wearing out the Watchdog The Impact of SEC Case Backlog on the Formal Investigation Process,fraud_enforcement,The Accounting Review,top_acct,True,"2023 - Bonsall, Holzman, Miller - The Accounting Review - Wearing out the Watchdog The Impact of SEC Case Backlog on the Formal Investigation Process.pdf",False,,,2023::wearing out the watchdog the impact of sec case backlog on the formal investigation process
paper_only,2023,"Bourveau, Li, Macciocchi, Sun",Mutual Funds' Reporting Frequency and Firms' Responses to Undervaluation The Role of Share Repurcha,investors_capmkt,Contemporary Accounting Research,top_acct,True,"2023 - Bourveau, Li, Macciocchi, Sun - Contemporary Accounting Research - Mutual Funds' Reporting Frequency and Firms' Responses to Undervaluation The Role of Share Repurcha.pdf",False,,,2023::mutual funds reporting frequency and firms responses to undervaluation the role of share repurcha
paper_only,2023,"Call, Flam, Lee, Sharp",Managers’ Use of Humor on Public Earnings Conference Calls,disclosure,Review of Accounting Studies,top_acct,True,"2023 - Call, Flam, Lee, Sharp - Review of Accounting Studies - Managers’ Use of Humor on Public Earnings Conference Calls.pdf",False,,,2023::managers use of humor on public earnings conference calls
paper_only,2023,"Campbell, Drake, Thornock, Twedt",Earnings Virality,unknown,Journal of Accounting and Economics,top_acct,True,"2023 - Campbell, Drake, Thornock, Twedt - Journal of Accounting and Economics - Earnings Virality.pdf",False,,,2023::earnings virality
paper_only,2023,"Cao, Cheng, Tucker, Wan",Technological Peer Pressure and Skill Specificity of Job Postings_1,unknown,Contemporary Accounting Research,top_acct,True,"2023 - Cao, Cheng, Tucker, Wan - Contemporary Accounting Research - Technological Peer Pressure and Skill Specificity of Job Postings_1.pdf",False,,,2023::technological peer pressure and skill specificity of job postings
paper_only,2023,"Cao, Jiang, Yang, Zhang",How to Talk When a Machine Is Listening Corporate Disclosure in the Age of AI,disclosure,Review of Financial Studies,top_fin,True,"2023 - Cao, Jiang, Yang, Zhang - The Review of Financial Studies - How to Talk When a Machine Is Listening Corporate Disclosure in the Age of AI.pdf",False,,,2023::how to talk when a machine is listening corporate disclosure in the age of ai
paper_only,2023,"Carnes, Christensen, Madsen",Externalities of Financial Statement Fraud on the Incoming Accounting Labor Force,fraud_enforcement,Journal of Accounting Research,top_acct,True,"2023 - Carnes, Christensen, Madsen - Journal of Accounting Research - Externalities of Financial Statement Fraud on the Incoming Accounting Labor Force.pdf",False,,,2023::externalities of financial statement fraud on the incoming accounting labor force
paper_only,2023,"Carvalho, Gao, Ma",Loan Spreads and Credit Cycles The Role of Lenders’ Personal Economic Experiences,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2023 - Carvalho, Gao, Ma - Journal of Financial Economics - Loan Spreads and Credit Cycles The Role of Lenders’ Personal Economic Experiences.pdf",False,,,2023::loan spreads and credit cycles the role of lenders personal economic experiences
paper_only,2023,"Castilla, Rho",The Gendering of Job Postings in the Online Recruitment Process,unknown,Management Science,top_gen,True,"2023 - Castilla, Rho - Management Science - The Gendering of Job Postings in the Online Recruitment Process.pdf",False,,,2023::the gendering of job postings in the online recruitment process
paper_only,2023,"Chang, Ljungqvist, Tseng",Do Corporate Disclosures Constrain Strategic Analyst Behavior,disclosure,Review of Financial Studies,top_fin,True,"2023 - Chang, Ljungqvist, Tseng - The Review of Financial Studies - Do Corporate Disclosures Constrain Strategic Analyst Behavior.pdf",False,,,2023::do corporate disclosures constrain strategic analyst behavior
paper_only,2023,"Chay, Chong, Im",Dividend Taxes and Investment Efficiency Evidence from the 2003 U.s. Personal Taxation Reform,tax,Journal of Accounting and Economics,top_acct,True,"2023 - Chay, Chong, Im - Journal of Accounting and Economics - Dividend Taxes and Investment Efficiency Evidence from the 2003 U.s. Personal Taxation Reform.pdf",False,,,2023::dividend taxes and investment efficiency evidence from the 2003 u s personal taxation reform
paper_only,2023,Chen,The Wisdom of Crowds and the Market's Response to Earnings News Evidence Using the Geographic Dispe,unknown,Journal of Accounting and Economics,top_acct,True,2023 - Chen - Journal of Accounting and Economics - The Wisdom of Crowds and the Market's Response to Earnings News Evidence Using the Geographic Dispe.pdf,False,,,2023::the wisdom of crowds and the market s response to earnings news evidence using the geographic dispe
paper_only,2023,"Chen, Hribar, Melessa",Standard Error Biases When Using Generated Regressors in Accounting Research,unknown,Journal of Accounting Research,top_acct,True,"2023 - Chen, Hribar, Melessa - Journal of Accounting Research - Standard Error Biases When Using Generated Regressors in Accounting Research.pdf",False,,,2023::standard error biases when using generated regressors in accounting research
paper_only,2023,"Chen, Li",Is hiring fast a good sign The informativeness of job vacancy duration for future firm profitabilit,unknown,unknown,unknown,True,"2023 - Chen, Li - Is hiring fast a good sign The informativeness of job vacancy duration for future firm profitabilit.pdf",False,,,2023::is hiring fast a good sign the informativeness of job vacancy duration for future firm profitabilit
paper_only,2023,"Chen, Li, Lu, Wang",Flu Fallout Information Production Constraints and Corporate Disclosure,disclosure,Journal of Accounting Research,top_acct,True,"2023 - Chen, Li, Lu, Wang - Journal of Accounting Research - Flu Fallout Information Production Constraints and Corporate Disclosure.pdf",False,,,2023::flu fallout information production constraints and corporate disclosure
paper_only,2023,"Chen, Srinivasan",Going Digital Implications for Firm Value and Performance,unknown,Review of Accounting Studies,top_acct,True,"2023 - Chen, Srinivasan - Review of Accounting Studies - Going Digital Implications for Firm Value and Performance.pdf",False,,,2023::going digital implications for firm value and performance
paper_only,2023,"Cheng, De Franco, Lin",Marijuana Liberalization and Public Finance A Capital Market Perspective on the Passage of Medical,unknown,Journal of Accounting and Economics,top_acct,True,"2023 - Cheng, De Franco, Lin - Journal of Accounting and Economics - Marijuana Liberalization and Public Finance A Capital Market Perspective on the Passage of Medical.pdf",False,,,2023::marijuana liberalization and public finance a capital market perspective on the passage of medical
paper_only,2023,"Chow, Fan, Huang, Li, Li",Reciprocity in Corporate Tax Compliance—Evidence from Ozone Pollution,tax,Journal of Accounting Research,top_acct,True,"2023 - Chow, Fan, Huang, Li, Li - Journal of Accounting Research - Reciprocity in Corporate Tax Compliance—Evidence from Ozone Pollution.pdf",False,,,2023::reciprocity in corporate tax compliance evidence from ozone pollution
paper_only,2023,"Condie, Convery, Zehms",Fraud Firms' Non‐Implicated CFOs  An Investigation of,fraud_enforcement,Contemporary Accounting Research,top_acct,True,"2023 - Condie, Convery, Zehms - Contemporary Accounting Research - Fraud Firms' Non‐Implicated CFOs  An Investigation of.pdf",False,,,2023::fraud firms non implicated cfos an investigation of
paper_only,2023,"Cookson, Fox, Gil-Bazo, Imbet, Schiller",Social Media as a Bank Run Catalyst,banking,unknown,unknown,True,"2023 - Cookson, Fox, Gil-Bazo, Imbet, Schiller - Social Media as a Bank Run Catalyst.pdf",False,,,2023::social media as a bank run catalyst
paper_only,2023,"Dagostino, Gao, Ma",Partisanship in Loan Pricing 2,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2023 - Dagostino, Gao, Ma - Journal of Financial Economics - Partisanship in Loan Pricing 2.pdf",False,,,2023::partisanship in loan pricing
paper_only,2023,"Dasgupta, Huynh, Xia",Joining Forces The Spillover Effects of EPA Enforcement Actions and the Role of Socially Responsibl,fraud_enforcement,Review of Financial Studies,top_fin,True,"2023 - Dasgupta, Huynh, Xia - The Review of Financial Studies - Joining Forces The Spillover Effects of EPA Enforcement Actions and the Role of Socially Responsibl.pdf",False,,,2023::joining forces the spillover effects of epa enforcement actions and the role of socially responsibl
paper_only,2023,"De Franco, Shohfi, Xu, Zhu",Fixed Income Conference Calls,disclosure,Journal of Accounting and Economics,top_acct,True,"2023 - De Franco, Shohfi, Xu, Zhu - Journal of Accounting and Economics - Fixed Income Conference Calls.pdf",False,,,2023::fixed income conference calls
paper_only,2023,"deHAAN, Li, Zhou",Financial Reporting and Employee Job Search,unknown,Journal of Accounting Research,top_acct,True,"2023 - deHAAN, Li, Zhou - Journal of Accounting Research - Financial Reporting and Employee Job Search.pdf",False,,,2023::financial reporting and employee job search
paper_only,2023,"deHaan, Moon, Shipman, Swanquist, Whited",Control Variables in Interactive Models,unknown,unknown,unknown,True,"2023 - deHaan, Moon, Shipman, Swanquist, Whited - Journal of Financial Reporting - Control Variables in Interactive Models.pdf",False,,,2023::control variables in interactive models
paper_only,2023,"Denes, Howell, Mezzanotti, Wang, Xu",Investor Tax Credits and Entrepreneurship Evidence from U.S. States,tax,The Journal of Finance,top_fin,True,"2023 - Denes, Howell, Mezzanotti, Wang, Xu - The Journal of Finance - Investor Tax Credits and Entrepreneurship Evidence from U.S. States.pdf",False,,,2023::investor tax credits and entrepreneurship evidence from u s states
paper_only,2023,"Derrien, Kecskés, Nguyen",Labor Force Demographics and Corporate Innovation,innovation_rd,Review of Financial Studies,top_fin,True,"2023 - Derrien, Kecskés, Nguyen - The Review of Financial Studies - Labor Force Demographics and Corporate Innovation.pdf",False,,,2023::labor force demographics and corporate innovation
paper_only,2023,Du,Locked-in at Home The Gender Difference in Analyst Forecasts After the Covid-19 School Closures,analysts,Journal of Accounting and Economics,top_acct,True,2023 - Du - Journal of Accounting and Economics - Locked-in at Home The Gender Difference in Analyst Forecasts After the Covid-19 School Closures.pdf,False,,,2023::locked in at home the gender difference in analyst forecasts after the covid 19 school closures
paper_only,2023,"Engelberg, Henriksson, Manela, Williams",The Partisanship of Financial Regulators,unknown,Review of Financial Studies,top_fin,True,"2023 - Engelberg, Henriksson, Manela, Williams - The Review of Financial Studies - The Partisanship of Financial Regulators.pdf",False,,,2023::the partisanship of financial regulators
paper_only,2023,"Estep, Griffith, MacKenzie",How Do Financial Executives Respond to the Use of Artificial Intelligence in Financial Reporting and,unknown,Review of Accounting Studies,top_acct,True,"2023 - Estep, Griffith, MacKenzie - Review of Accounting Studies - How Do Financial Executives Respond to the Use of Artificial Intelligence in Financial Reporting and.pdf",False,,,2023::how do financial executives respond to the use of artificial intelligence in financial reporting and
paper_only,2023,"Feng, Ge, Ling, Loh","Prosocial Ceos, Corporate Policies, and Firm Value",governance_comp,Review of Accounting Studies,top_acct,True,"2023 - Feng, Ge, Ling, Loh - Review of Accounting Studies - Prosocial Ceos, Corporate Policies, and Firm Value.pdf",False,,,2023::prosocial ceos corporate policies and firm value
paper_only,2023,"Frattaroli, Herpfer",Information Intermediaries How Commercial Bankers Facilitate Strategic Alliances,unknown,Journal of Financial and Quantitative Analysis,top_fin,True,"2023 - Frattaroli, Herpfer - Journal of Financial and Quantitative Analysis - Information Intermediaries How Commercial Bankers Facilitate Strategic Alliances.pdf",False,,,2023::information intermediaries how commercial bankers facilitate strategic alliances
paper_only,2023,"Freund, Nguyen, Phan",Shareholder Litigation and Corporate Social Responsibility,governance_comp,Journal of Financial and Quantitative Analysis,top_fin,True,"2023 - Freund, Nguyen, Phan - Journal of Financial and Quantitative Analysis - Shareholder Litigation and Corporate Social Responsibility.pdf",False,,,2023::shareholder litigation and corporate social responsibility
paper_only,2023,"Gallagher, Billings, Ricketts",Human Capital Investment after the Storm,unknown,Review of Financial Studies,top_fin,True,"2023 - Gallagher, Billings, Ricketts - The Review of Financial Studies - Human Capital Investment after the Storm.pdf",False,,,2023::human capital investment after the storm
paper_only,2023,"García, Hu, Rohrer",The Colour of Finance Words,unknown,Journal of Financial Economics,top_fin,True,"2023 - García, Hu, Rohrer - Journal of Financial Economics - The Colour of Finance Words.pdf",False,,,2023::the colour of finance words
paper_only,2023,"Gerardi, Willen, Zhang","Mortgage Prepayment, Race, and Monetary Policy",unknown,Journal of Financial Economics,top_fin,True,"2023 - Gerardi, Willen, Zhang - Journal of Financial Economics - Mortgage Prepayment, Race, and Monetary Policy.pdf",False,,,2023::mortgage prepayment race and monetary policy
paper_only,2023,"Gerken, Painter",The Value of Differing Points of View Evidence from Financial Analysts’ Geographic Diversity,analysts,Review of Financial Studies,top_fin,True,"2023 - Gerken, Painter - The Review of Financial Studies - The Value of Differing Points of View Evidence from Financial Analysts’ Geographic Diversity.pdf",False,,,2023::the value of differing points of view evidence from financial analysts geographic diversity
paper_only,2023,"Giannetti, Wang",Public Attention to Gender Equality and Board Gender Diversity,governance_comp,Journal of Financial and Quantitative Analysis,top_fin,True,"2023 - Giannetti, Wang - Journal of Financial and Quantitative Analysis - Public Attention to Gender Equality and Board Gender Diversity.pdf",False,,,2023::public attention to gender equality and board gender diversity
paper_only,2023,Gibbons,The Financially Material Effects of Mandatory Nonfinancial Disclosure,disclosure,Journal of Accounting Research,top_acct,True,2023 - Gibbons - Journal of Accounting Research - The Financially Material Effects of Mandatory Nonfinancial Disclosure.pdf,False,,,2023::the financially material effects of mandatory nonfinancial disclosure
paper_only,2023,"Glaeser, Schonberger, Wasley, Xiao",Private Information Acquisition via Freedom of Information Act Requests Made to the Securities and E,mergers_acquisitions,The Accounting Review,top_acct,True,"2023 - Glaeser, Schonberger, Wasley, Xiao - The Accounting Review - Private Information Acquisition via Freedom of Information Act Requests Made to the Securities and E.pdf",False,,,2023::private information acquisition via freedom of information act requests made to the securities and e
paper_only,2023,"Gokkaya, Liu, Stulz",Do Firms with Specialized M&A Staff Make Better Acquisitions,mergers_acquisitions,Journal of Financial Economics,top_fin,True,"2023 - Gokkaya, Liu, Stulz - Journal of Financial Economics - Do Firms with Specialized M&A Staff Make Better Acquisitions.pdf",False,,,2023::do firms with specialized m a staff make better acquisitions
paper_only,2023,"Goldstein, Yang, Zuo",The Real Effects of Modern Information Technologies Evidence from the EDGAR Implementation,unknown,Journal of Accounting Research,top_acct,True,"2023 - Goldstein, Yang, Zuo - Journal of Accounting Research - The Real Effects of Modern Information Technologies Evidence from the EDGAR Implementation.pdf",False,,,2023::the real effects of modern information technologies evidence from the edgar implementation
paper_only,2023,"Gomes, Jansson, Karabulut",Do Robots Increase Wealth Dispersion,unknown,Review of Financial Studies,top_fin,True,"2023 - Gomes, Jansson, Karabulut - The Review of Financial Studies - Do Robots Increase Wealth Dispersion.pdf",False,,,2023::do robots increase wealth dispersion
paper_only,2023,"Gore, Ji, Kulp",Do Governments Hide Resources from Unions The Influence of Public Sector Unions on Reported Discret,unknown,Journal of Accounting Research,top_acct,True,"2023 - Gore, Ji, Kulp - Journal of Accounting Research - Do Governments Hide Resources from Unions The Influence of Public Sector Unions on Reported Discret.pdf",False,,,2023::do governments hide resources from unions the influence of public sector unions on reported discret
paper_only,2023,"Graham, Kim, Li, Qiu",Employee Costs of Corporate Bankruptcy,unknown,The Journal of Finance,top_fin,True,"2023 - Graham, Kim, Li, Qiu - The Journal of Finance - Employee Costs of Corporate Bankruptcy.pdf",False,,,2023::employee costs of corporate bankruptcy
paper_only,2023,"Granja, Moreira",Product Innovation and Credit Market Disruptions,innovation_rd,Review of Financial Studies,top_fin,True,"2023 - Granja, Moreira - The Review of Financial Studies - Product Innovation and Credit Market Disruptions.pdf",False,,,2023::product innovation and credit market disruptions
paper_only,2023,"Heese, Pacelli",The Monitoring Role of Social Media,unknown,Review of Accounting Studies,top_acct,True,"2023 - Heese, Pacelli - Review of Accounting Studies - The Monitoring Role of Social Media.pdf",False,,,2023::the monitoring role of social media
